""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"PMT_518_1_1"	"1e-04"	"0"	"0"	"3e-04"	"0"	"-2e-04"	"1e-04"	"-2e-04"	"0"	"0.0177"
"Gr_g70_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0169"
"PMT_515_1_1"	"2e-04"	"0"	"0"	"3e-04"	"0"	"0"	"1e-04"	"-2e-04"	"0"	"0.0158"
"PMT_319_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0153"
"Or_g9_3_1"	"0"	"3e-04"	"1e-04"	"1e-04"	"0"	"1e-04"	"3e-04"	"-1e-04"	"1e-04"	"0.0152"
"PMT_631_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"-1e-04"	"0"	"0.0144"
"Or_g9_4_2"	"1e-04"	"2e-04"	"0"	"0"	"1e-04"	"0"	"2e-04"	"-1e-04"	"1e-04"	"0.0144"
"PMT_248_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0.0137"
"Or_g9_6_1"	"1e-04"	"1e-04"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"0.0137"
"PMT_245_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0132"
"Control_g88_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.013"
"PMT_261_1_1"	"0"	"1e-04"	"0"	"2e-04"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"0.0129"
"Control_g171_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.0126"
"Or_g24_1_14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0124"
"Or_g42_2_1"	"1e-04"	"0"	"2e-04"	"-1e-04"	"-1e-04"	"0"	"1e-04"	"-1e-04"	"0"	"0.0123"
"Or_g24_5_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0123"
"Control_g56_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"-2e-04"	"0"	"0.0118"
"Control_g171_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"0.0117"
"Or_g9_2_3"	"0"	"2e-04"	"1e-04"	"0"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"0.0114"
"OBP_g3_6_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.011"
"Control_g56_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"	"0"	"0"	"0.0108"
"Or_g26_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0102"
"Gr_g70_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0099"
"PMT_263_1_1"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"0.0098"
"P450_g65_4_2"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0097"
"Control_g163_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0095"
"Control_g63_3_1"	"0"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0095"
"Control_g105_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.0094"
"Gr_g72_1_10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0094"
"PMT_247_1_2"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0092"
"PMT_125_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0091"
"Control_g162_10_14"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0088"
"PMT_541_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0087"
"PMT_244_1_1"	"2e-04"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"0.0084"
"Or_g42_6_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0083"
"Or_g56_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.0081"
"PMT_540_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.008"
"Or_g39_2_3"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0079"
"PMT_521_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0075"
"P450_g58_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0075"
"Control_g156_10_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0075"
"PMT_535_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0074"
"Control_g108_1_2"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0074"
"PMT_537_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0073"
"Control_g86_6_1"	"2e-04"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0.007"
"Or_g18_1_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.007"
"PMT_262_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"1e-04"	"1e-04"	"0"	"0.0069"
"Control_g89_4_2"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"3e-04"	"0"	"0"	"0.0067"
"IR_g11_11_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0067"
"Gr_g31_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0066"
"Or_g42_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0064"
"PMT_386_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0064"
"PMT_511_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0063"
"Control_g87_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.0063"
"PMT_385_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"Or_g18_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"Control_g156_9_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0061"
"Control_g89_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0061"
"Control_g105_2_2"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.006"
"Control_g156_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0059"
"Control_g38_2_3"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0059"
"PMT_176_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0059"
"PMT_446_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"P450_g65_2_2"	"-1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"Gr_g30_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"Or_g42_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0056"
"Gr_g23_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"PMT_175_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"	"0"	"0"	"0.0056"
"Control_g38_8_4"	"0"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Or_g18_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"P450_g38_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Or_g43_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Gr_g30_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"PMT_447_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Control_g204_13_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Control_g19_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0053"
"PMT_445_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0053"
"Control_g156_6_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0052"
"Gr_g34_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.005"
"P450_g49_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.005"
"P450_g49_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"Control_g86_2_1"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0049"
"Control_g124_5_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0048"
"Control_g156_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0047"
"Control_g176_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0047"
"PMT_524_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0047"
"PMT_58_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0047"
"SP_g4_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"PMT_215_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.0046"
"P450_g41_9_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0046"
"P450_g49_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0045"
"Control_g156_7_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"PMT_634_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"Gr_g30_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0044"
"Or_g18_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0043"
"PMT_387_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0043"
"PMT_448_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"P450_g38_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"Or_g78_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"Gr_g11_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0042"
"Gr_g70_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0041"
"Control_g19_4_12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0041"
"Or_g9_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"Control_g19_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"Control_g105_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0039"
"P450_g18_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0038"
"Control_g89_3_2"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0.0038"
"Or_g44_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"Gr_g68_2_4"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"PMT_243_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"P450_g49_6_3"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0037"
"PMT_632_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0036"
"PMT_506_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0036"
"Or_g78_1_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"Control_g19_3_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"Control_g89_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0035"
"P450_g49_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Control_g147_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Control_g105_7_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0033"
"Control_g105_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"Or_g44_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"P450_g41_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"SP_g4_2_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0032"
"PMT_255_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0031"
"Control_g114_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0031"
"Gr_g17_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.003"
"PMT_61_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"SP_g4_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"PMT_60_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Gr_g27_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"PMT_194_1_1"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Or_g50_2_3"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0029"
"Or_g18_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0028"
"P450_g31_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0028"
"Gr_g23_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"SP_g4_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"Gr_g24_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"PMT_388_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"P450_g38_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0027"
"PMT_509_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Gr_g56_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Gr_g23_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"PMT_512_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Control_g167_11_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Control_g82_9_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"PMT_57_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"P450_g31_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0025"
"Control_g38_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Control_g179_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Control_g105_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Gr_g23_8_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Gr_g56_1_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"Control_g10_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0024"
"PMT_507_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Gr_g23_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Gr_g56_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"Gr_g38_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0023"
"P450_g49_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Gr_g27_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"PMT_514_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"PMT_55_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Control_g4_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Or_g36_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0022"
"Control_g209_6_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"Gr_g23_1_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0021"
"P450_g64_3_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Control_g18_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Control_g171_14_8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"P450_g10_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"IR_g10_1_7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Gr_g27_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.002"
"Or_g52_1_11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_321_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_214_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"Control_g82_6_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"PMT_490_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"P450_g64_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0.0019"
"Gr_g56_5_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"Gr_g39_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0019"
"Or_g36_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Gr_g9_1_20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"Control_g78_3_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0017"
"PMT_233_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"PMT_571_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"Gr_g23_9_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0016"
"P450_g5_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g56_3_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"PMT_510_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"SP_g4_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Gr_g27_1_17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0015"
"Control_g46_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"P450_g47_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"PMT_63_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Gr_g66_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Gr_g24_1_10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Or_g37_1_15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Or_g39_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014"
"Gr_g38_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"SP_g4_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"Gr_g56_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0013"
"Gr_g66_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"P450_g47_3_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"P450_g47_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Control_g166_8_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"PMT_496_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"Gr_g39_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0012"
"P450_g64_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0.0011"
"P450_g64_8_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0011"
